1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,qnage,qnage2,qnrsex,qnstate,qnmarita,qndhh1,qnkids,qnkidsag,qnkidsad,qnemptyn,qn50a,qn50b,qn50c,qn50d,qn50e,qn50f,qn50g,qn50h,qnhealth,qnmhealt,qndebili,qnmcondi,qnemploy,qnpartyu,qneducus,qnreligo,qnhispan,qnraceus,qnrace_1,qnnativi,qnincome,qnl1,qnc1,qnusr,int1,recage,recage2,recage3,gender,rechealt,rechea_1,recemplo,receduc,receduc2,receduc3,racethn,racethn2,recincom,q5_any_o,q50_yes_,hphoneus,cstate,final_ms,cregion,density,division,urban,usr,endlang,intdate,wt1,weight
Very happy,Very satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,A lot,No, ,No, ,No, ,Never,Never,Never,Never,Not Lonely,10,Somewhat satisfied,Somewhat satisfied,Very satisfied,A few times a week,A few times a month,A few times a week,Every day,A few times a month,Every day,Some,More of an individual problem,Minor role,Major role,Minor role,Major role,Mostly have themselves to blame,Minor reason,Minor reason,Minor reason,Major reason,Minor reason,Yes,No, , , , , ,Equally satisfied,Less satisfied,"Yes, would recommend",Hasn't made a difference, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,38, ,Male, ,Married,2,2,2, , ,No,Yes,No,No,No,No,No,No,Excellent,Excellent,No,No,Employed full-time,Democrat,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",Seldom,No,White, , ,"$100,000 or more", ,"No, no home telephone",Suburban,"No, did not request money",18-64,30-49,35-44,MALE,Excellent/Very Good,Excellent/Very Good/Good,Employed,College +,College +,College +,"White, non-Hispanic","White, non-Hispanic",$90K+,No to all,Yes to any,CPO HH,New Jersey,Suburban- Non-Center City (Metro),Northeast,4,Mid Atlantic,3,Suburban,EN,20180522,1.3501,0.9775
Very happy,Very satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,A lot,Yes,Several times a week,No, ,No, ,Never,Never,Never,Never,Not Lonely,8,Not applicable (Vol.),Very satisfied,Very satisfied,A few times a month,A few times a month,A few times a week,Every day,A few times a year,Every day,Some,More of a public health problem,Minor role,Major role,Major role,Major role,Due to factors and circumstances beyond their control,Not a reason,Major reason,Not a reason,Minor reason,Minor reason,Yes,Yes,Every day,Less than half an hour,Looking at what other people are doing,Weakened,Worse,Less satisfied,Less satisfied,"Yes, would recommend",Hasn't made a difference, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,62, ,Male, ,Married,2,1,17, , ,No,No,No,No,No,Yes,No,No,Excellent,Excellent,No,No,Employed full-time,Republican,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",Never,No,White, , ,"$100,000 or more", ,"No, no home telephone",Suburban,"No, did not request money",18-64,50-64,55-64,MALE,Excellent/Very Good,Excellent/Very Good/Good,Employed,College +,College +,College +,"White, non-Hispanic","White, non-Hispanic",$90K+,Yes to any,Yes to any,CPO HH,New Jersey,Suburban (Metro),Northeast,3,Mid Atlantic,3,Suburban,EN,20180522,1.3501,0.7405
Very happy,Very satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,A fair amount,No, ,No, ,No, ,Never,Never,Never,Never,Not Lonely,2,Very satisfied,Very satisfied,Very satisfied,A few times a week,A few times a month,Never (Vol.),Every day,A few times a month,Never (Vol.),A lot,More of a public health problem,Minor role,Major role,Major role,Minor role,Due to factors and circumstances beyond their control,Not a reason,Major reason,Major reason,Minor reason,Minor reason,Yes,No, , , , , ,Equally satisfied,Less satisfied,"No, would not recommend",Harder, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,59, ,Male, ,Married,2,0, ,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Poor,Good,Yes,Yes,On disability and can't work,Or what?,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",Never,No,White, , ,Declined to answer, ,"Yes, has a home telephone",Urban,"No, did not request money",18-64,50-64,55-64,MALE,Only fair/Poor,Only fair/Poor,On disability and can't work,College +,College +,College +,"White, non-Hispanic","White, non-Hispanic",Don't know/Refused,No to all,Yes to any,Dual HH,South Carolina,Urban- Center City (Metro),South,3,South Atlantic,2,Urban,EN,20180522,0.7055,0.7219
Very happy,Very satisfied,Very satisfied,Very satisfied,Very satisfied,A fair amount,No, ,No, ,Yes,Once or twice a month,"Rarely, or","Rarely, or","Rarely, or","Rarely, or",Not Lonely,5,Somewhat satisfied,Very satisfied,Very satisfied,A few times a month,A few times a week,A few times a week,Every day,A few times a week,Every day,A lot,More of a public health problem,Major role,Major role,Major role,Major role,Due to factors and circumstances beyond their control,Major reason,Major reason,Major reason,Major reason,Major reason,Yes,Yes,Every day,More than half an hour but less than one hour,An equal mix of both,Strengthened,Worse,Less satisfied,Less satisfied,"No, would not recommend",Hasn't made a difference, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,48, ,Female, ,Married,2,1,15, , ,No,No,No,No,No,Yes,Yes,Yes,Good,Very good,No,No,Employed full-time,Republican,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Seldom,No,White, , ,"$100,000 or more", ,"No, no home telephone",Rural,"No, did not request money",18-64,30-49,45-54,FEMALE,Good,Excellent/Very Good/Good,Employed,College +,College +,College +,"White, non-Hispanic","White, non-Hispanic",$90K+,Yes to any,Yes to any,CPO HH,Mississippi,Rural- Non-Metro,South,Lowest,East South Central,5,Rural,EN,20180522,1.3501,0.8046
Very happy,Very satisfied,Somewhat satisfied,Very satisfied,Very satisfied,A lot,No, ,Yes,Several times a week,No, ,Sometimes,"Rarely, or","Rarely, or","Rarely, or",Not Lonely,7,Very satisfied,Very satisfied,Very satisfied,A few times a week,Every day,Every day,A few times a week,A few times a week,A few times a week,Some,More of a public health problem,Minor role,Major role,Major role,Major role,Both equally/It depends (Vol.),Major reason,Major reason,Major reason,Major reason,Major reason,Yes,Yes,Every day,More than half an hour but less than one hour,An equal mix of both,Strengthened,No impact (Vol.),Less satisfied,Less satisfied,"No, would not recommend",Harder, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,58, ,Female, ,"Widowed, or",2,0, ,Yes,No,No,No,No,No,No,No,No,Yes,Very good,Very good,No,No,Retired,Democrat,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",More than once a week,No,White, , ,"$30,000 to less than $40,000", ,"Yes, has a home telephone",Suburban,"No, did not request money",18-64,50-64,55-64,FEMALE,Excellent/Very Good,Excellent/Very Good/Good,Retired,College +,College +,College +,"White, non-Hispanic","White, non-Hispanic",Less than $40K,Yes to any,Yes to any,Dual HH,West Virginia,Rural- Non-Metro,South,2,South Atlantic,5,Rural,EN,20180522,0.7055,1.0417
Somewhat happy,Very satisfied,Very dissatisfied,Somewhat satisfied,Very dissatisfied,Just a few,No, ,No, ,No, ,Sometimes,"Rarely, or",Always,Often,Lonely,30,Somewhat satisfied,Very satisfied,Somewhat satisfied,Less than that,Every day,Every day,A few times a week,Every day,Every day,Nothing at all,More of an individual problem,No role at all,Major role,Major role,Minor role,Both equally/It depends (Vol.),Minor reason,Not a reason,Minor reason,Major reason,Major reason,Yes,Yes,Every day,2 hours or more,An equal mix of both,Weakened,Worse,Less satisfied,Less satisfied,"No, would not recommend",Harder,Isn't really a problem,No specific cause for feelings of loneliness,Loneliness comes and goes,Less than 6 months,No impact,Somewhat negative,Somewhat negative,Somewhat negative,Never,Never,Never,Never,Sometimes,Rarely,Never,Never,Almost always,Sometimes,Yes,No,Yes,Yes,No,Yes,Somewhat helpful, , , , , , ,No,No,33, ,Male, ,Married,2,4,7, , ,Yes,No,No,No,No,Yes,No,No,Only fair,Good,Yes,Yes,Employed full-time,Republican,High school graduate (Grade 12 with diploma or GED certificate),A few times a year,No,White, , ,"Less than $20,000", ,"Yes, has a home telephone",Rural,"No, did not request money",18-64,30-49,25-34,MALE,Only fair/Poor,Only fair/Poor,Employed,High school graduate,High school or less,Less than college,"White, non-Hispanic","White, non-Hispanic",Less than $40K,No to all,Yes to any,Dual HH,Virginia,Rural- Non-Metro,South,Lowest,South Atlantic,5,Rural,EN,20180522,0.7055,0.6837
Very happy,Very satisfied,Somewhat dissatisfied,Very satisfied,Very satisfied,A fair amount,Yes,About once a week,Yes,Once or twice a month,No, ,Sometimes,Often,"Rarely, or",Never,Lonely,6,Very satisfied,Very satisfied,Very satisfied,Every day,A few times a week,Never (Vol.),Every day,A few times a week,Less than that,Only a little,More of a public health problem,Major role,Major role,Minor role,Major role,Due to factors and circumstances beyond their control,Minor reason,Minor reason,Minor reason,Major reason,Major reason,No,No, , , , , , , ,"Yes, would recommend",Easier,Minor problem,Mental health issues,Loneliness comes and goes,More than ten year,Very positive,No impact,Very positive,Very positive,Almost always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Rarely,Never,Rarely,Yes,Yes,Yes,Yes,Yes,Yes,Very helpful, , , , , , ,No,No,62, ,Male, ,Separated,2,0, ,Yes,No,No,No,No,No,No,Yes,Yes,No,Good,Very good,No,No,Employed part-time,Republican,High school graduate (Grade 12 with diploma or GED certificate),Once or twice a month,No,White, , ,"$40,000 to less than $50,000", ,"Yes, has a home telephone",Suburban,"No, did not request money",18-64,50-64,55-64,MALE,Good,Excellent/Very Good/Good,Employed,High school graduate,High school or less,Less than college,"White, non-Hispanic","White, non-Hispanic",$40K-$89.9K,Yes to any,Yes to any,Dual HH,Michigan,Urban- Center City (Metro),North Central,2,East North Central,3,Suburban,EN,20180522,0.7055,0.5507
Very happy,Very satisfied,Somewhat satisfied,Very satisfied,Very satisfied,A lot,Yes,Several times a week,No, ,No, ,Never,Never,"Rarely, or",Never,Not Lonely,6,Somewhat dissatisfied,Somewhat satisfied,Very satisfied,A few times a week,Every day,Every day,A few times a month,A few times a week,A few times a week,Only a little,More of a public health problem,Major role,Major role,Major role,Major role,Due to factors and circumstances beyond their control,Major reason,Major reason,Minor reason,Major reason,Minor reason,Yes,Yes,Every day,More than half an hour but less than one hour,An equal mix of both,Strengthened,Never have feelings of loneliness (Vol.),Less satisfied,Less satisfied,"Yes, would recommend",Hasn't made a difference, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,32, ,Female, ,Married,2,3,1, , ,No,No,No,No,No,Yes,No,Yes,Excellent,Excellent,No,No,Employed part-time,Democrat,High school graduate (Grade 12 with diploma or GED certificate),A few times a year,No,White, , ,"$20,000 to less than $30,000", ,"No, no home telephone",Rural,"No, did not request money",18-64,30-49,25-34,FEMALE,Excellent/Very Good,Excellent/Very Good/Good,Employed,High school graduate,High school or less,Less than college,"White, non-Hispanic","White, non-Hispanic",Less than $40K,Yes to any,Yes to any,CPO HH,Missouri,Rural- Non-Metro,North Central,Lowest,West North Central,5,Rural,EN,20180522,1.3501,1.8892
Very happy,Very satisfied,Very satisfied,Very satisfied,Very satisfied,A fair amount,Yes,Several times a week,Yes,About once a week,No, ,Never,Never,Never,"Rarely, or",Not Lonely,6,Somewhat satisfied,Very satisfied,Very satisfied,Every day,Every day,Every day,Every day,A few times a week,Every day,Nothing at all,More of an individual problem,Minor role,Major role,Minor role,No role at all,Due to factors and circumstances beyond their control,Minor reason,Not a reason,Not a reason,Major reason,Minor reason,Yes,Yes,Every day,At least an hour but less than 2 hours,Looking at what other people are doing,Strengthened,No impact (Vol.),Equally satisfied,Less satisfied,"Yes, would recommend",Hasn't made a difference, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, ,Male, ,"Single, living with a partner",4,0, ,No, ,No,No,No,No,No,Yes,Yes,No,Excellent,Excellent,No,No,Employed part-time,Republican,Two-year associate degree from a college or university,Once a week,No,White, , ,"$100,000 or more", ,"Yes, has a home telephone",Suburban,"No, did not request money",18-64,18-29,18-24,MALE,Excellent/Very Good,Excellent/Very Good/Good,Employed,Some college,Some college,Less than college,"White, non-Hispanic","White, non-Hispanic",$90K+,Yes to any,Yes to any,Dual HH,Tennessee,Suburban (Metro),South,3,East South Central,2,Urban,EN,20180522,0.839,1.9747
Declined to answer,Very satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,Just a few,No, ,No, ,No, ,Often,Sometimes,Sometimes,Often,Lonely,4,Very satisfied,Somewhat dissatisfied,Very satisfied,A few times a week,Every day,Every day,Every day,Every day,Every day,A lot,More of an individual problem,No role at all,Major role,Minor role,Minor role,Mostly have themselves to blame,Major reason,Not a reason,Major reason,Major reason,Minor reason,Yes,Yes,Every day,At least an hour but less than 2 hours,An equal mix of both,Both/Neither (Vol.),Better,Equally satisfied,Less satisfied,"No, would not recommend",Harder,Isn't really a problem,Divorce/separation from significant other,Loneliness comes and goes,One to two years,Somewhat negative,No impact,Somewhat negative,Somewhat negative,Almost always,Never,Never,Sometimes,Almost always,Almost always,Almost always,Rarely,Almost always,Rarely,Yes,No,Yes,Yes,No,No,Very helpful, , , , , , ,No,No,46, ,Male, ,Separated,1,1,14, , ,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Good,Very good,No,No,Employed full-time,Republican,Two-year associate degree from a college or university,A few times a year,No,White, , ,"$30,000 to less than $40,000", ,"No, no home telephone",Rural,"No, did not request money",18-64,30-49,45-54,MALE,Good,Excellent/Very Good/Good,Employed,Some college,Some college,Less than college,"White, non-Hispanic","White, non-Hispanic",Less than $40K,No to all,Yes to any,CPO HH,Minnesota,Rural- Non-Metro,North Central,Lowest,West North Central,5,Rural,EN,20180522,1.3501,0.5925
Not too happy,Somewhat satisfied,Very dissatisfied,Somewhat satisfied,Very satisfied,Just a few,No, ,Yes,Several times a week,No, ,Always,Always,Always,Always,Lonely,5,Not applicable (Vol.),Somewhat satisfied,Somewhat satisfied,A few times a week,Every day,Every day,Every day,Every day,Every day,Nothing at all,More of a public health problem,Major role,Major role,Not sure,Minor role,Due to factors and circumstances beyond their control,Major reason,Not a reason,Major reason,Major reason,Major reason,Yes,Yes,Every day,Less than half an hour,Looking at what other people are doing,Weakened,Worse,Equally satisfied,Less satisfied,"No, would not recommend",Harder,Major problem,No specific cause for feelings of loneliness,Loneliness comes and goes,One to two years,Very negative,Very negative,Very negative,Very negative,Never,Never,Never,Never,Almost always,Never,Almost always,Never,Almost always,Never,No, , , , , , ,Not a reason,Not a reason,Minor reason,Major reason,Not a reason,Major reason,No,Yes,52, ,Female, ,Married,2,0, ,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Poor,Poor,Yes,Yes,Employed full-time,Democrat,High school graduate (Grade 12 with diploma or GED certificate),Seldom,No,White, , ,"$40,000 to less than $50,000", ,"No, no home telephone",Rural,"No, did not request money",18-64,50-64,45-54,FEMALE,Only fair/Poor,Only fair/Poor,Employed,High school graduate,High school or less,Less than college,"White, non-Hispanic","White, non-Hispanic",$40K-$89.9K,Yes to any,Yes to any,CPO HH,Nebraska,Rural- Non-Metro,North Central,Lowest,West North Central,5,Rural,EN,20180522,1.3501,0.6592
Somewhat happy,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,Just a few,No, ,No, ,No, ,Often,Often,Sometimes,Often,Lonely,3,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Less than that,A few times a year,A few times a year,A few times a week,A few times a week,Every day,Nothing at all,Not sure,No role at all,Major role,Minor role,No role at all,Both equally/It depends (Vol.),Minor reason,Minor reason,Minor reason,Major reason,Major reason,Yes,Yes,A few times a week,Less than half an hour,Looking at what other people are doing,Weakened,Worse,Equally satisfied,Less satisfied,"Yes, would recommend",Easier,Minor problem,No specific cause for feelings of loneliness,Continually lonely,More than ten year,Very negative,No impact,No impact,Somewhat negative,Sometimes,Never,Never,Rarely,Never,Sometimes,Almost always,Rarely,Almost always,Almost always,No, , , , , , ,Minor reason,Minor reason,Not a reason,Not a reason,Minor reason,Not a reason,No,Yes,28, ,Male, ,"Single, that is never married",3,3,2, , ,Yes,No,Yes,No,No,Yes,No,Yes,Only fair,Only fair,Not sure,No,Employed full-time,Independent,"Some college, no degree (includes some community college)",Seldom,Yes,Other or mixed race (SPECIFY),puerto rican and irish,U.S.,Not sure, ,"No, no home telephone",Suburban,"No, did not request money",18-64,18-29,25-34,MALE,Only fair/Poor,Only fair/Poor,Employed,Some college,Some college,Less than college,Hispanic,"Hispanic, born in US",Don't know/Refused,No to all,Yes to any,CPO HH,Wisconsin,Urban- Center City (Metro),North Central,3,East North Central,2,Urban,EN,20180522,1.3501,0.7412
Very happy,Very satisfied,Very satisfied,Very satisfied,Very satisfied,A lot,No, ,No, ,No, ,Never,Never,Never,Never,Not Lonely,5,Very satisfied,Very satisfied,Very satisfied,Every day,A few times a week,A few times a week,Every day,A few times a week,A few times a week,Nothing at all,More of an individual problem,No role at all,Major role,Minor role,Minor role,Mostly have themselves to blame,Not a reason,Not a reason,Minor reason,Major reason,Not a reason,Yes,Yes,Every day,More than half an hour but less than one hour,Looking at what other people are doing,Weakened,No impact (Vol.),Less satisfied,Less satisfied,"No, would not recommend",Harder, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,38, ,Male, ,"Single, that is never married",1,0, ,No, ,No,No,No,No,No,Yes,No,No,Good,Excellent,No,No,Employed full-time,Republican,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",A few times a year,No,White, , ,"$90,000 to less than $100,000", ,"No, no home telephone",Suburban,"No, did not request money",18-64,30-49,35-44,MALE,Good,Excellent/Very Good/Good,Employed,College +,College +,College +,"White, non-Hispanic","White, non-Hispanic",$90K+,No to all,Yes to any,CPO HH,Ohio,Suburban (Metro),North Central,2,East North Central,3,Suburban,EN,20180522,1.3501,0.8638
Somewhat happy,Very satisfied,Somewhat satisfied,Very satisfied,Very satisfied,No one,No, ,No, ,No, ,Never,Never,Never,Never,Not Lonely,10,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,Less than that,Less than that,A few times a week,A few times a year,A few times a month,Every day,Only a little,Not sure,Major role,Major role,Major role,No role at all,Declined to answer,Minor reason,Major reason,Major reason,Major reason,Major reason,Yes,Yes,Every day,2 hours or more,An equal mix of both,Strengthened,Never have feelings of loneliness (Vol.),More satisfied,More satisfied,"Yes, would recommend",Hasn't made a difference, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,60, ,Male, ,Married,2,0, ,Yes,No,No,No,No,No,No,Yes,No,No,Good,Excellent,No,No,Employed full-time,Democrat,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Never,No,White, , ,"$100,000 or more", ,"Yes, has a home telephone",Suburban,"No, did not request money",18-64,50-64,55-64,MALE,Good,Excellent/Very Good/Good,Employed,College +,College +,College +,"White, non-Hispanic","White, non-Hispanic",$90K+,No to all,Yes to any,Dual HH,Kansas,Suburban (Metro),North Central,4,West North Central,2,Urban,EN,20180522,0.7055,0.5297
Very happy,Very satisfied,Very satisfied,Very satisfied,Very dissatisfied,A lot,Yes,Several times a week,No, ,No, ,"Rarely, or",Never,"Rarely, or","Rarely, or",Not Lonely,15,Somewhat satisfied,Somewhat satisfied,Very satisfied,A few times a week,A few times a week,A few times a week,Every day,A few times a week,Every day,Some,More of a public health problem,Minor role,Major role,Major role,Major role,Due to factors and circumstances beyond their control,Major reason,Major reason,Minor reason,Minor reason,Minor reason,Yes,Yes,Every day,At least an hour but less than 2 hours,An equal mix of both,Strengthened,Better,Equally satisfied,Equally satisfied,"Yes, would recommend",Hasn't made a difference, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,71, ,Male, ,Married,2,0, ,Yes,No,No,No,Yes,No,No,Yes,No,No,Very good,Excellent,No,No,Retired,Democrat,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",A few times a year,No,White, , ,"$90,000 to less than $100,000", ,"Yes, has a home telephone",Suburban,"No, did not request money",65+,65-79,65-79,MALE,Excellent/Very Good,Excellent/Very Good/Good,Retired,College +,College +,College +,"White, non-Hispanic","White, non-Hispanic",$90K+,Yes to any,Yes to any,Dual HH,Florida,Urban- Center City County (Metro),South,2,South Atlantic,3,Suburban,EN,20180522,0.7055,0.5032
Very happy,Very satisfied,Somewhat satisfied,Very satisfied,Very satisfied,A fair amount,No, ,No, ,No, ,"Rarely, or",Never,Never,Never,Not Lonely,5,Very satisfied,Very satisfied,Very satisfied,Every day,A few times a week,Every day,Every day,A few times a week,Every day,Only a little,More of an individual problem,Minor role,Major role,Major role,No role at all,Mostly have themselves to blame,Major reason,Minor reason,Major reason,Minor reason,Major reason,Yes,Yes,A few times a week,Less than half an hour,An equal mix of both,Weakened,Never have feelings of loneliness (Vol.),Equally satisfied,Less satisfied,"No, would not recommend",Harder, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22, ,Male, ,"Single, that is never married",2,0, ,No, ,No,No,Yes,No,No,No,No,No,Only fair,Very good,No,No,Employed part-time,Not sure,High school graduate (Grade 12 with diploma or GED certificate),A few times a year,No,White, , ,"$90,000 to less than $100,000", ,"No, no home telephone",Suburban,"No, did not request money",18-64,18-29,18-24,MALE,Only fair/Poor,Only fair/Poor,Employed,High school graduate,High school or less,Less than college,"White, non-Hispanic","White, non-Hispanic",$90K+,No to all,Yes to any,CPO HH,Texas,Suburban (Metro),South,4,West South Central,3,Suburban,EN,20180522,1.3501,1.2555
Very happy,Very satisfied,Very satisfied,Declined to answer,Very satisfied,A lot,No, ,Yes,Several times a week,No, ,Never,Never,Never,Never,Not Lonely,30,Very satisfied,Very satisfied,Very satisfied,Every day,A few times a week,Every day,A few times a week,A few times a week,A few times a week,Some,More of a public health problem,Major role,Major role,Major role,Major role,Due to factors and circumstances beyond their control,Minor reason,Major reason,Minor reason,Major reason,Major reason,Yes,Yes,Every day,Less than half an hour,An equal mix of both,Strengthened,Never have feelings of loneliness (Vol.),Equally satisfied,Equally satisfied,"Yes, would recommend",Harder, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,74, ,Female, ,Married,2,0, ,Yes,No,No,No,No,No,No,Yes,No,No,Excellent,Excellent,No,No,Retired,Democrat,Two-year associate degree from a college or university,A few times a year,No,White, , ,"$40,000 to less than $50,000", ,"Yes, has a home telephone",Suburban,"No, did not request money",65+,65-79,65-79,FEMALE,Excellent/Very Good,Excellent/Very Good/Good,Retired,Some college,Some college,Less than college,"White, non-Hispanic","White, non-Hispanic",$40K-$89.9K,Yes to any,Yes to any,Dual HH,Texas,Suburban (Metro),South,4,West South Central,2,Urban,EN,20180522,0.7055,0.5842
Very happy,Very satisfied,Somewhat satisfied,Very satisfied,Very satisfied,A fair amount,No, ,Yes,Several times a week,No, ,"Rarely, or","Rarely, or","Rarely, or","Rarely, or",Not Lonely,10,Somewhat dissatisfied,Very satisfied,Very satisfied,A few times a year,A few times a week,Every day,A few times a week,A few times a week,Every day,A lot,More of a public health problem,Major role,Major role,Major role,Major role,Due to factors and circumstances beyond their control,Major reason,Not a reason,Minor reason,Minor reason,Major reason,Yes,Yes,Every day,Less than half an hour,Engaging in conversations with other people,Strengthened,Better,Equally satisfied,Less satisfied,"Yes, would recommend",Easier, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,71, ,Male, ,Married,2,0, ,Yes,No,No,Not sure,Yes,No,No,No,Yes,No,Very good,Excellent,No,No,Employed part-time,Democrat,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",More than once a week,No,White, , ,"$75,000 to less than $90,000", ,"No, no home telephone",Urban,"No, did not request money",65+,65-79,65-79,MALE,Excellent/Very Good,Excellent/Very Good/Good,Employed,College +,College +,College +,"White, non-Hispanic","White, non-Hispanic",$40K-$89.9K,Yes to any,Yes to any,CPO HH,Colorado,Urban- Center City (Metro),West,2,Mountain,2,Urban,EN,20180522,1.3501,0.5496
Very happy,Somewhat satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,A fair amount,Yes,Several times a week,No, ,No, ,Sometimes,Sometimes,"Rarely, or",Sometimes,Not Lonely,4,Somewhat satisfied,Somewhat satisfied,Very satisfied,A few times a month,A few times a week,Every day,Every day,A few times a week,Every day,Some,More of a public health problem,Minor role,Major role,Minor role,Minor role,Mostly have themselves to blame,Minor reason,Minor reason,Major reason,Major reason,Major reason,Yes,Yes,A few times a week,More than half an hour but less than one hour,An equal mix of both,Weakened,Worse,Equally satisfied,More satisfied,"Yes, would recommend",Harder, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23, ,Male, ,"Single, that is never married",3,0, ,No, ,Yes,Yes,Yes,No,No,No,No,Yes,Very good,Very good,No,No,Employed full-time,Republican,High school graduate (Grade 12 with diploma or GED certificate),Never,Yes,White, ,U.S.,"$30,000 to less than $40,000", ,"No, no home telephone",Urban,"No, did not request money",18-64,18-29,18-24,MALE,Excellent/Very Good,Excellent/Very Good/Good,Employed,High school graduate,High school or less,Less than college,Hispanic,"Hispanic, born in US",Less than $40K,Yes to any,Yes to any,CPO HH,Texas,Urban- Center City (Metro),South,2,West South Central,2,Urban,EN,20180522,1.3501,0.8139
Very happy,Very satisfied,Somewhat satisfied,Very satisfied,Very dissatisfied,Just a few,No, ,No, ,No, ,Never,Never,Never,Never,Not Lonely,10,Somewhat satisfied,Very satisfied,Somewhat satisfied,A few times a month,A few times a month,A few times a month,A few times a month,A few times a year,A few times a month,A lot,More of a public health problem,Major role,Major role,Minor role,No role at all,Not sure,Not sure,Not a reason,Not a reason,Not sure,Not sure,Yes,Yes,Every day,2 hours or more,Looking at what other people are doing,Strengthened,Better,Equally satisfied,Equally satisfied,"Yes, would recommend",Easier, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34, ,Male, ,Married,2,0, ,No, ,No,No,Yes,No,No,Yes,No,Yes,Very good,Good,No,No,Employed full-time,Independent,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",Never,No,Declined to answer,refused, ,Declined to answer, ,"No, no home telephone",Urban,"No, did not request money",18-64,30-49,25-34,MALE,Excellent/Very Good,Excellent/Very Good/Good,Employed,College +,College +,College +,Don't know/Refused,Don't know/Refused,Don't know/Refused,No to all,Yes to any,CPO HH,N/A, , ,N/A,Mid Atlantic,9,Cannot determine,EN,20180522,1.3501,0.5355
Very happy,Very satisfied,Very satisfied,Very satisfied,Very satisfied,A lot,Yes,Several times a week,Yes,Once or twice a month,No, ,Never,Never,Never,Never,Not Lonely,6,Somewhat satisfied,Somewhat satisfied,Very satisfied,A few times a week,A few times a week,Every day,Every day,A few times a week,Every day,Only a little,More of an individual problem,No role at all,Minor role,Minor role,Not sure,Mostly have themselves to blame,Major reason,Minor reason,Major reason,Minor reason,Minor reason,Yes,Yes,Every day,More than half an hour but less than one hour,An equal mix of both,Strengthened,No impact (Vol.),Equally satisfied,Less satisfied,"No, would not recommend",Harder, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,58, ,Female, ,Married,2,0, ,Yes,No,No,No,No,No,No,No,No,Yes,Good,Very good,No,No,Employed full-time,Independent,"Some college, no degree (includes some community college)",More than once a week,No,White, , ,"$90,000 to less than $100,000", ,"Yes, has a home telephone",Rural,"No, did not request money",18-64,50-64,55-64,FEMALE,Good,Excellent/Very Good/Good,Employed,Some college,Some college,Less than college,"White, non-Hispanic","White, non-Hispanic",$90K+,Yes to any,Yes to any,Dual HH,Minnesota,Urban- Center City County (Metro),North Central,Lowest,West North Central,3,Suburban,EN,20180522,0.7055,0.697
